question,RMV,REM,RGLAD,RLFC,truth,AND,OR,hard
5de2eb3f44578a1a24fa191c,1,1,1,1,1,1,1,0
5de2eb4044578a1a24fa22b7,1,1,1,1,1,1,1,0
5de2edd644578a1a2400d6d3,1,4,1,4,2,0,5,0
5de311b644578a1a2408fa17,2,2,2,2,1,2,2,0
5de3132244578a1a240b961e,4,3,4,3,4,0,7,0
5de3165a44578a1a2411716e,1,1,1,1,1,1,1,0
5de320df44578a1a2424c899,2,2,2,2,2,2,2,0
5de32e9044578a1a2438919a,3,3,4,3,4,0,7,0
5de32e9b44578a1a2438bd14,2,2,4,2,2,0,6,0
5de3326044578a1a243a81fe,2,2,2,2,2,2,2,0
5de338d044578a1a243fa3d8,3,3,3,3,3,3,3,0
5de33cba44578a1a2442ea39,1,1,1,1,1,1,1,0
5de33d1544578a1a2443bbd0,4,5,1,5,4,0,5,0
5de33e1044578a1a2444a2f6,1,1,1,1,1,1,1,0
5de345ef44578a1a244e1a39,3,4,3,4,3,0,7,0
5de3477344578a1a245135a9,2,1,4,1,4,0,7,0
5de34c4e44578a1a2458888f,1,2,1,2,1,0,3,0
5de34e5944578a1a245b4c2f,4,4,4,4,4,4,4,0
5de3503044578a1a24613fc8,1,1,1,1,1,1,1,0
5de3527744578a1a24639020,1,4,1,4,1,0,5,0
5de354e344578a1a2465e083,2,2,2,2,2,2,2,0
5de356cb44578a1a24692bde,3,3,3,3,4,3,3,0
5de3573d44578a1a246a7af7,4,4,4,4,4,4,4,0
5de3573e44578a1a246a9128,4,4,4,4,2,4,4,0
5de35be644578a1a246d8f7d,1,1,1,1,1,1,1,0
5de3632a44578a1a24756349,2,2,2,2,2,2,2,0
5de3670544578a1a247936c1,2,2,2,2,2,2,2,0
5de367f744578a1a247b6267,4,3,4,3,4,0,7,0
5de36e0044578a1a248244fe,1,1,1,1,1,1,1,0
5de371a644578a1a24858235,3,1,3,1,1,1,3,0
5de374aa44578a1a2487d8d3,1,1,1,1,1,1,1,0
5de3761944578a1a2488f316,3,3,3,3,4,3,3,0
5de3761b44578a1a2488fa39,4,4,4,4,1,4,4,0
5de3776744578a1a248a7c24,2,2,2,2,2,2,2,0
5de3790f44578a1a248b5aca,4,4,4,4,4,4,4,0
5de37c5944578a1a248f1329,2,2,2,2,1,2,2,0
5de37f8244578a1a2491fe61,4,4,4,4,4,4,4,0
5de3832744578a1a24965f44,1,1,1,1,1,1,1,0
5de386e144578a1a249a0d04,4,4,4,4,4,4,4,0
5de3873344578a1a249b35c0,1,1,4,1,1,0,5,0
5de38dff44578a1a24a2b9f6,3,4,3,4,4,0,7,0
5de38f0844578a1a24a3f0a8,2,2,2,2,2,2,2,0
5de3927244578a1a24a7e905,1,1,1,1,1,1,1,0
5de3990544578a1a24b0b301,1,5,1,5,1,1,5,0
5de39f7144578a1a24b7db4d,2,2,2,2,2,2,2,0
5de39fc744578a1a24b8d67e,1,3,3,3,2,1,3,0
5de3a5c844578a1a24bd99eb,1,1,1,1,1,1,1,0
5de3ac3144578a1a24c75602,4,2,2,2,4,0,6,0
5de3ac3b44578a1a24c778af,5,3,4,3,4,0,7,0
5de3b18544578a1a24cd7f62,4,4,4,4,4,4,4,0
5de3b50844578a1a24d089c7,1,1,1,1,2,1,1,0
5de3b7be44578a1a24d2c44d,4,4,4,4,4,4,4,0
5de3bf9c44578a1a24db4fc1,2,1,4,1,4,0,7,0
5de3c3e344578a1a24e124fd,3,3,3,3,4,3,3,0
5de3d67344578a1a24ee7034,4,4,4,4,4,4,4,0
5de3d9ec44578a1a24f25159,4,4,4,4,4,4,4,0
5de3e17044578a1a24f74d46,3,4,1,4,4,0,7,0
5de3e7aa44578a1a24fcfb4c,4,4,4,4,4,4,4,0
5de3f5d044578a1a24057a25,2,2,2,2,2,2,2,0
5de4028f44578a15c823c41e,1,1,1,1,3,1,1,0
5de402ee44578a15c82d42b3,4,4,4,4,2,4,4,0
5de403f244578a15c84a2b94,1,1,1,1,1,1,1,0
5de4040f44578a15c84d01b7,3,3,3,3,1,3,3,0
5de4055944578a15c856c399,1,1,1,1,1,1,1,0
5de4068344578a15c85f362e,1,1,1,1,1,1,1,0
5de4074b44578a15c864ca3b,4,4,4,4,4,4,4,0
5de408d644578a15c878541f,1,4,1,4,4,0,5,0
5de4094944578a15c87fa05c,2,2,2,2,1,2,2,0
5de4095f44578a15c880d642,4,4,4,4,1,4,4,0
5de4099344578a15c8840547,1,1,1,1,4,1,1,0
5de40ab244578a15c894d8d4,3,4,3,4,4,0,7,0
5de40abe44578a15c895b250,2,2,2,2,2,2,2,0
5de40aeb44578a15c8984a76,4,4,4,4,4,4,4,0
5de40afa44578a15c89920cb,3,2,2,2,4,2,3,0
5de40b1e44578a15c89b506e,1,1,1,1,1,1,1,0
5de40b3344578a15c89c535d,1,5,1,5,4,1,5,0
5de40bc344578a15c8a4d71f,1,4,3,4,4,0,7,0
5de40c4c44578a15c8ad8a74,2,2,2,2,2,2,2,0
5de40c9944578a15c8b1a5cc,4,3,4,3,4,0,7,0
5de40ce744578a15c8b6c7c2,1,1,1,1,1,1,1,0
5de40cf644578a15c8b7db64,3,3,3,3,4,3,3,0
5de40db144578a15c8c37018,1,4,1,4,1,0,5,0
5de40dd544578a15c8c58ab9,4,4,4,4,4,4,4,0
5de40e3f44578a15c8cb9e52,3,3,1,3,1,1,3,0
5de40e7c44578a15c8cf2cd9,1,1,1,1,1,1,1,0
5de40f6144578a15c8dc4d33,1,1,1,1,1,1,1,0
5de4104b44578a15c8e9d72e,4,3,3,3,2,0,7,0
5de4124144578a15c806b60a,4,4,4,4,4,4,4,0
5de4140844578a15c81c736f,1,3,3,3,4,1,3,0
5de4146b44578a15c820ef15,1,1,1,1,1,1,1,0
5de415d044578a15c83292fc,4,4,4,4,1,4,4,0
5de4162244578a15c8369982,4,1,4,1,4,0,5,0
5de4169744578a15c83bf30c,4,2,4,2,4,0,6,0
5de416ce44578a15c83e2158,1,1,1,1,1,1,1,0
5de4178944578a15c845373f,4,5,4,5,4,4,5,0
5de417dc44578a15c848331b,1,1,1,1,1,1,1,0
5de4188144578a15c84ee595,1,1,1,1,1,1,1,0
5de418eb44578a15c8543816,1,1,1,1,1,1,1,0
5de4191f44578a15c858b37d,2,5,1,5,4,0,7,0
5de4193144578a15c85a9589,4,5,4,5,1,4,5,0
5de4194444578a15c85c9410,4,4,4,4,1,4,4,0
5de4197044578a15c8614443,4,4,2,4,4,0,6,0
5de419b144578a15c86848cf,3,3,3,3,3,3,3,0
5de419b644578a15c868db9d,3,3,3,3,3,3,3,0
5de419b744578a15c868fa24,4,3,4,3,4,0,7,0
5de419bd44578a15c869960c,1,1,1,1,1,1,1,0
5de41a7044578a15c8758926,1,1,1,1,1,1,1,0
5de41aa244578a15c8774e19,2,2,2,2,2,2,2,0
5de41b4144578a15c87ceb4c,4,4,4,4,4,4,4,0
5de41bf644578a15c8849f44,3,3,3,3,3,3,3,0
5de41c1344578a15c886d7b6,3,3,3,3,4,3,3,0
5de41c3644578a15c888f0a4,2,2,2,2,2,2,2,0
5de41c4f44578a15c88ae162,1,1,1,1,1,1,1,0
5de41d3f44578a15c89d5972,1,1,1,1,1,1,1,0
5de41d4c44578a15c89e23fe,2,2,2,2,2,2,2,0
5de41df344578a15c8a84c5a,4,4,4,4,4,4,4,0
5de41e6844578a15c8abfbac,3,3,3,3,3,3,3,0
5de41f0a44578a15c8b06376,2,2,2,2,2,2,2,0
5de4202944578a15c8bff439,1,1,1,1,2,1,1,0
5de420a244578a15c8c432ed,4,4,4,4,4,4,4,0
5de420ac44578a15c8c4bc20,1,1,4,1,1,0,5,0
5de420cf44578a15c8c6cb49,1,1,1,1,1,1,1,0
5de4217b44578a15c8d0bcf7,4,2,4,2,2,0,6,0
5de4226044578a15c8dde3d8,5,5,5,5,2,5,5,0
5de4227544578a15c8df13b4,1,1,1,1,1,1,1,0
5de4234b44578a15c8eb8cd5,4,4,4,4,4,4,4,0
5de4236644578a15c8ed365f,1,1,1,1,4,1,1,0
5de4244244578a15c8f9ff1f,4,4,4,4,4,4,4,0
5de4246744578a15c8fbb14c,4,1,4,1,1,0,5,0
5de424bb44578a15c8006e1f,2,2,2,2,2,2,2,0
5de4255744578a15c806121d,1,1,1,1,1,1,1,0
5de4274d44578a15c82075ad,1,1,1,1,1,1,1,0
5de4277444578a15c8229eec,2,2,2,2,4,2,2,0
5de427c044578a15c82677d4,3,3,3,3,4,3,3,0
5de427f144578a15c828f29c,4,2,4,2,2,0,6,0
5de4289c44578a15c832591c,1,1,1,1,1,1,1,0
5de428c444578a15c834c37b,1,1,1,1,1,1,1,0
5de428f944578a15c8394464,1,1,1,1,1,1,1,0
5de4290b44578a15c83b21d9,3,3,3,3,3,3,3,0
5de4295e44578a15c8420771,1,2,2,2,2,0,3,0
5de4296f44578a15c843df5a,3,4,3,4,4,0,7,0
5de4297144578a15c8440b7a,1,2,1,2,2,0,3,0
5de429d244578a15c84d880c,4,4,4,4,4,4,4,0
5de42a0144578a15c850b6f4,3,2,3,2,3,2,3,0
5de42b0744578a15c85da88d,4,4,4,4,4,4,4,0
5de42b1044578a15c85e8009,3,3,3,3,4,3,3,0
5de42b2944578a15c860f479,1,1,1,1,1,1,1,0
5de42b2b44578a15c8612054,2,2,2,2,4,2,2,0
5de42bc244578a15c86c792e,3,3,3,3,3,3,3,0
5de42bc944578a15c86cf2c2,2,3,4,3,4,0,7,0
5de42c6844578a15c87be80a,4,4,4,4,4,4,4,0
5de42c6844578a15c87bf88e,1,1,1,1,1,1,1,0
5de42c7044578a15c87ccd84,4,2,4,2,1,0,6,0
5de42c8d44578a15c87f0e78,3,4,1,4,4,0,7,0
5de42cb044578a15c881ceac,1,1,1,1,1,1,1,0
5de42da544578a15c895a652,1,1,1,1,1,1,1,0
5de42e3f44578a15c8a0887f,1,2,1,2,1,0,3,0
5de42eda44578a15c8af9fb8,1,4,1,4,4,0,5,0
5de42ee244578a15c8b082de,1,4,1,4,4,0,5,0
5de42eef44578a15c8b1e4c2,4,4,4,4,4,4,4,0
5de42f1b44578a15c8b65394,4,4,4,4,4,4,4,0
5de42f2c44578a15c8b81f1b,3,4,3,4,3,0,7,0
5de42fc444578a15c8c6f2c7,3,4,4,4,2,0,7,0
5de42fe444578a15c8c99780,4,5,3,5,4,0,7,0
5de42fed44578a15c8ca96d9,1,1,1,1,1,1,1,0
5de4314744578a15c8e98ef5,4,4,3,4,1,0,7,0
5de4314f44578a15c8ea7e74,2,2,2,2,2,2,2,0
5de4321d44578a15c8ff3e9b,3,3,3,3,3,3,3,0
5de432a244578a15c80d89a6,4,1,4,1,4,0,5,0
5de432e044578a15c8152af4,4,4,4,4,4,4,4,0
5de432e444578a15c815b598,4,4,4,4,2,4,4,0
5de4330444578a15c819d786,1,1,1,1,1,1,1,0
5de4334944578a15c82166c7,1,1,1,1,1,1,1,0
5de433ba44578a15c82c79fd,2,2,2,2,2,2,2,0
5de4344744578a15c831aa31,1,1,1,1,2,1,1,0
5de4345744578a15c833be40,4,2,4,2,2,0,6,0
5de4348044578a15c838362d,4,4,4,4,4,4,4,0
5de4349d44578a15c83be7c9,4,4,4,4,4,4,4,0
5de434a044578a15c83c365a,5,4,4,4,4,4,5,0
5de434aa44578a15c83d891f,2,2,2,2,2,2,2,0
5de4359144578a15c8575a10,4,1,4,1,4,0,5,0
5de435e744578a15c85fad35,4,4,4,4,2,4,4,0
5de4361444578a15c864d222,4,4,4,4,4,4,4,0
5de4365944578a15c86c6377,3,3,3,3,4,3,3,0
5de4370f44578a15c87f3eb7,1,1,1,1,1,1,1,0
5de43b8344578a15c88f8178,1,1,1,1,1,1,1,0
5de43b8644578a15c88fbbe2,4,2,4,2,4,0,6,0
5de43bf444578a15c891e6e9,4,4,4,4,4,4,4,0
5de43c4444578a15c8938aee,1,1,1,1,1,1,1,0
5de43c4f44578a15c893c939,1,1,1,1,1,1,1,0
5de43cdb44578a15c89c86e2,4,4,4,4,1,4,4,0
5de43d3644578a15c8a2c7a4,5,3,4,3,4,0,7,0
5de43d9044578a15c8aa2606,4,4,4,4,4,4,4,0
5de43db444578a15c8ad91ed,4,4,4,4,4,4,4,0
5de43dc944578a15c8af63c4,4,4,4,4,1,4,4,0
5de43e3244578a15c8b7dda6,4,4,4,4,4,4,4,0
5de43e7944578a15c8bc52ea,1,4,4,4,4,0,5,0
5de43e8f44578a15c8be80a6,4,4,4,4,4,4,4,0
5de43ebc44578a15c8c1f1ba,5,3,3,3,4,1,7,0
5de43ec744578a15c8c31ba3,2,2,2,2,1,2,2,0
5de43ee144578a15c8c444c7,2,2,2,2,2,2,2,0
5de43f0244578a15c8c7566c,3,3,3,3,4,3,3,0
5de43f2744578a15c8cb1140,4,4,4,4,4,4,4,0
5de43f3144578a15c8cbf743,3,3,3,3,3,3,3,0
5de43ff644578a15c8dac7b7,1,1,1,1,2,1,1,0
5de4400944578a15c8dca15b,1,1,1,1,1,1,1,0
5de4401244578a15c8dd78e6,1,3,1,3,4,1,3,0
5de4404144578a15c8e2525e,3,4,3,4,3,0,7,0
5de440be44578a15c8e9253a,1,1,1,1,1,1,1,0
5de440cc44578a15c8e94003,4,4,4,4,4,4,4,0
5de4415944578a15c8ed36f4,3,3,3,3,4,3,3,0
5de441c844578a15c8f1b947,1,1,1,1,1,1,1,0
5de441e844578a15c8f43ba6,4,4,4,4,4,4,4,0
5de441ea44578a15c8f472aa,4,4,4,4,4,4,4,0
5de441eb44578a15c8f487f2,2,2,2,2,1,2,2,0
5de4426144578a15c8fa5d57,1,1,1,1,1,1,1,0
5de4451f44578a15c8144f6d,5,3,3,3,4,1,7,0
5de4455344578a15c817ede9,1,1,1,1,3,1,1,0
5de4476744578a15c83af064,5,5,4,5,4,4,5,0
5de4476944578a15c83b1677,4,4,4,4,4,4,4,0
5de4483f44578a15c84dae0f,2,5,2,5,2,0,7,0
5de4486844578a15c8516385,1,1,1,1,1,1,1,0
5de4489144578a15c8555608,4,4,4,4,4,4,4,0
5de448ad44578a15c8583a03,1,1,1,1,1,1,1,0
5de448c444578a15c85a9d55,4,4,4,4,4,4,4,0
5de448d544578a15c85c2d34,3,4,4,4,4,0,7,0
5de448e044578a15c85d554c,4,4,4,4,4,4,4,0
5de449de44578a15c86d8968,4,4,1,4,2,0,5,0
5de44a3844578a15c8749240,5,4,4,4,4,4,5,0
5de44a8d44578a15c87c4b17,4,2,1,2,2,0,7,0
5de44b2644578a15c88ab30c,2,2,2,2,2,2,2,0
5de44b7144578a15c89148d4,4,4,4,4,4,4,4,0
5de44b8f44578a15c89453fa,4,4,4,4,4,4,4,0
5de44ba144578a15c8963214,3,3,3,3,4,3,3,0
5de44ba344578a15c8965146,3,3,3,3,4,3,3,0
5de44ba944578a15c896f1f3,1,1,1,1,1,1,1,0
5de44bb844578a15c8987836,4,4,4,4,4,4,4,0
5de44be344578a15c89cde0e,5,3,3,3,4,1,7,0
5de44c0544578a15c8a0558c,2,2,2,2,1,2,2,0
5de44cd044578a15c8a56e9f,1,1,1,1,4,1,1,0
5de44d0844578a15c8a99781,4,4,4,4,4,4,4,0
5de44dc844578a15c8b7e6ca,1,1,1,1,1,1,1,0
5de44dd344578a15c8b8ff63,2,2,2,2,2,2,2,0
5de44e0744578a15c8bccd8c,3,3,3,3,3,3,3,0
5de44e1944578a15c8be1536,1,1,1,1,1,1,1,0
5de44e5144578a15c8c05f54,1,1,1,1,1,1,1,0
5de44e7d44578a15c8c45005,3,3,3,3,3,3,3,0
5de44ebe44578a15c8c5cfe2,5,4,3,4,4,0,7,0
5de4504344578a15c8cb7b06,1,1,1,1,1,1,1,0
5de4504444578a15c8cb9252,5,4,1,4,4,0,5,0
5de4509144578a15c8d0a40a,4,1,4,1,4,0,5,0
5de4509644578a15c8d11e92,3,3,3,3,4,3,3,0
5de450a144578a15c8d1d781,4,4,4,4,4,4,4,0
5de450e544578a15c8d70e19,2,2,2,2,4,2,2,0
5de4513944578a15c8dd368f,2,2,4,2,1,0,6,0
5de4518e44578a15c8e2d8ac,1,1,1,1,1,1,1,0
5de451af44578a15c8e4c6b4,5,3,1,3,3,1,7,0
5de451b844578a15c8e57a4c,3,3,3,3,4,3,3,0
5de4523844578a15c8ed8f26,4,4,4,4,4,4,4,0
5de4524544578a15c8ee9919,4,4,4,4,4,4,4,0
5de4525444578a15c8efc8b6,4,4,4,4,4,4,4,0
5de4525644578a15c8effa9f,1,1,1,1,1,1,1,0
5de452a844578a15c8f7890b,3,4,4,4,4,0,7,0
5de452ea44578a15c8fb8a22,1,1,1,1,1,1,1,0
5de4543044578a15c8119ada,3,3,3,3,3,3,3,0
5de455a744578a15c8290eb0,2,2,2,2,2,2,2,0
5de455c744578a15c82b5acb,1,1,1,1,1,1,1,0
5de455e244578a15c82d9e4a,1,1,1,1,1,1,1,0
5de4562244578a15c83354d1,1,1,1,1,1,1,1,0
5de4566c44578a15c83891dd,3,3,3,3,4,3,3,0
5de4568444578a15c83abd96,4,4,4,4,5,4,4,0
5de4579744578a15c847f7ad,4,4,4,4,4,4,4,0
5de4585444578a15c85292bf,1,1,1,1,1,1,1,0
5de4588f44578a15c8578280,1,1,1,1,1,1,1,0
5de4599b44578a15c863f574,3,5,3,5,4,1,7,0
5de459ec44578a15c8684e27,1,1,1,1,1,1,1,0
5de45a1a44578a15c86a722f,1,1,1,1,1,1,1,0
5de45a2144578a15c86b0fba,1,1,1,1,2,1,1,0
5de45a3444578a15c86b4a2f,2,2,2,2,2,2,2,0
5de45a5444578a15c86d6e92,3,3,3,3,4,3,3,0
5de45a8344578a15c86f5f0f,4,4,4,4,4,4,4,0
5de45aa844578a15c8724a5c,4,4,4,4,4,4,4,0
5de45be944578a15c8863cf0,1,1,1,1,1,1,1,0
5de45c1444578a15c88a52cd,3,3,3,3,3,3,3,0
5de45c4b44578a15c88e1de4,1,1,1,1,1,1,1,0
5de45c8c44578a15c8926ef2,1,3,3,3,4,1,3,0
5de45d2f44578a15c89f4710,1,1,1,1,1,1,1,0
5de45d5844578a15c8a2601b,1,1,1,1,1,1,1,0
5de45d6f44578a15c8a47c8d,2,2,2,2,2,2,2,0
5de45d7c44578a15c8a54825,4,5,4,5,1,4,5,0
5de45d8344578a15c8a5eb50,2,4,2,4,4,0,6,0
5de46a5744578a15c8a7a434,1,1,1,1,1,1,1,0
5de46a6644578a15c8a837a8,1,1,1,1,1,1,1,0
5de46a8a44578a15c8ab034a,3,3,3,3,4,3,3,0
5de46ad044578a15c8afc2c9,2,2,2,2,2,2,2,0
5de46b3544578a15c8b55acd,4,4,4,4,4,4,4,0
5de46bce44578a15c8bdf804,1,1,1,1,1,1,1,0
5de46be444578a15c8c016be,3,4,3,4,4,0,7,0
5de46bf244578a15c8c1611e,1,1,1,1,1,1,1,0
5de46bf644578a15c8c1d892,3,3,3,3,4,3,3,0
5de46bff44578a15c8c2b254,1,1,1,1,4,1,1,0
5de70d1744578a15c8d9e4bf,1,1,1,1,1,1,1,0
5de70d3c44578a15c8dd8915,1,1,1,1,1,1,1,0
5de70d5444578a15c8df1ded,4,4,4,4,4,4,4,0
5de70df244578a15c8e4d93c,4,4,4,4,4,4,4,0
5de70e3044578a15c8e95cb4,1,1,1,1,1,1,1,0
5de70f1d44578a15c8ffc458,4,4,4,4,4,4,4,0
5de70f1e44578a15c8fff21b,2,2,2,2,2,2,2,0
5de70f2744578a15c800cbf5,1,1,1,1,1,1,1,0
5de70f5a44578a15c805b32e,1,1,1,1,1,1,1,0
5de70f5b44578a15c805cb2a,3,3,3,3,3,3,3,0
5de70f6944578a15c807374c,2,2,2,2,1,2,2,0
5de70f7044578a15c807d33b,1,1,1,1,2,1,1,0
5de70fc344578a15c80d32a0,1,1,1,1,1,1,1,0
5de70fdf44578a15c8102499,1,4,1,4,4,0,5,0
5de7105644578a15c816dee4,4,4,3,4,4,0,7,0
5de7128844578a15c81d9681,1,1,1,1,1,1,1,0
5de714c244578a15c83735aa,4,4,4,4,4,4,4,0
5de714d944578a15c8397d95,3,3,2,3,2,2,3,0
5de714e044578a15c83a2f92,4,4,5,4,4,4,5,0
5de7150a44578a15c83c731d,1,1,1,1,1,1,1,0
5de7151144578a15c83d2b18,3,3,3,3,3,3,3,0
5de7151444578a15c83d6890,1,1,1,1,1,1,1,0
5de7157c44578a15c8477539,2,2,2,2,2,2,2,0
5de715b844578a15c84d6867,4,4,4,4,2,4,4,0
5de7172c44578a15c85392cc,1,1,1,1,1,1,1,0
5de717ae44578a15c8562adf,1,2,2,2,4,0,3,0
5de717ba44578a15c8566a48,1,1,1,1,1,1,1,0
5de717ed44578a15c857a397,1,1,1,1,1,1,1,0
5de7181244578a15c85878eb,4,4,4,4,1,4,4,0
5de7191244578a15c86a84a7,5,5,3,5,4,1,7,0
5de7197d44578a15c86e9a1a,1,1,1,1,1,1,1,0
5e3891a744578a09485253f1,1,1,1,1,1,1,1,0
5e3891bc44578a094852b9b6,4,4,4,4,4,4,4,0
5e3891ff44578a094853e739,1,1,1,1,1,1,1,0
5e38920344578a094853f436,2,2,2,2,1,2,2,0
5e38922c44578a094854ce92,4,4,3,4,4,0,7,0
5e38925944578a094855ad5b,2,2,2,2,2,2,2,0
5e38943244578a094862b4ba,1,1,1,1,1,1,1,0
5e38948a44578a09486692c8,1,3,1,3,1,1,3,0
5e38953044578a09486e3750,1,1,1,1,1,1,1,0
5e38967244578a09487cd8dd,4,4,4,4,4,4,4,0
5e38978b44578a094889c5f4,2,2,2,2,1,2,2,0
5e38979544578a09488a2138,1,1,1,1,1,1,1,0
5e3897ad44578a09488b3d33,3,5,2,5,2,0,7,0
5e3898b744578a0948976bca,4,4,4,4,1,4,4,0
5e389a5644578a0948aa82c1,1,1,1,1,1,1,1,0
5e389b3744578a0948b3fee6,1,1,1,1,3,1,1,0
5e389b6c44578a0948b6014e,1,1,1,1,1,1,1,0
5e389b9f44578a0948b7e5c8,2,2,2,2,4,2,2,0
5e389bbe44578a0948b92a8b,1,1,1,1,1,1,1,0
5e389c4244578a0948be69ee,2,2,2,2,2,2,2,0
5e389dbc44578a0948cd8211,2,2,2,2,1,2,2,0
5e389dd444578a0948ce6d94,4,4,4,4,4,4,4,0
5e389e9744578a0948d66811,4,1,4,1,3,0,5,0
5e389f4a44578a0948db3446,4,4,4,4,4,4,4,0
5e389fb244578a0948dd2031,1,1,1,1,1,1,1,0
5e389fde44578a0948ddcdce,4,4,4,4,4,4,4,0
5e38a11d44578a0948e3ac2f,4,4,4,4,4,4,4,0
5e38a32e44578a0948ed8d4d,1,1,1,1,1,1,1,0
5e38a4ca44578a0948f961af,1,4,1,4,1,0,5,0
5e38a4ea44578a0948faf765,2,2,2,2,2,2,2,0
5e38a50444578a0948fc391a,4,4,4,4,4,4,4,0
5e38a52044578a0948fd990d,1,1,1,1,4,1,1,0
5e38a56944578a09480111c7,1,1,1,1,1,1,1,0
5e38a57644578a094801ddd3,2,2,2,2,2,2,2,0
5e38a5d744578a0948060c5f,4,5,4,5,4,4,5,0
5e38a65944578a094809d315,4,2,4,2,2,0,6,0
5e38a6d744578a09480f9d9d,4,4,4,4,4,4,4,0
5e38a6df44578a0948100108,1,1,1,1,1,1,1,0
5e38a7fa44578a09481d05ce,2,2,2,2,2,2,2,0
5e38a83f44578a0948203e76,2,2,2,2,1,2,2,0
5e38a89644578a09482424e7,1,1,1,1,4,1,1,0
5e38a8fe44578a0948291229,1,1,1,1,1,1,1,0
5e38a94e44578a09482d4a53,3,5,1,5,4,1,7,0
5e38a98144578a094831208c,2,2,2,2,2,2,2,0
5e38a98544578a0948316b91,2,2,2,2,2,2,2,0
5e38aa4544578a094840845b,2,2,2,2,2,2,2,0
5e38ab4e44578a09485d1378,4,4,4,4,4,4,4,0
5e38ab8f44578a094866334f,2,2,2,2,1,2,2,0
5e38abd244578a09486f1e0e,4,4,4,4,1,4,4,0
5e38abe144578a094871450e,1,5,1,5,1,1,5,0
5e38abe744578a0948720c64,1,1,1,1,1,1,1,0
5e38ac1444578a0948789186,4,4,4,4,4,4,4,0
5e38ac1544578a0948789a65,1,2,2,2,2,0,3,0
5e38ac3144578a09487c7f9b,2,4,2,4,2,0,6,0
5e38ac8044578a094885fac6,1,1,1,1,1,1,1,0
5e3da2ef44578a094895f4e9,1,1,1,1,1,1,1,0
5e3da38644578a094898ac93,4,4,4,4,4,4,4,0
5e3da39c44578a09489920bf,4,2,4,2,4,0,6,0
5e3da3ab44578a0948995860,1,1,1,1,4,1,1,0
5e3da48a44578a09489cd184,1,1,1,1,1,1,1,0
5e3da4b844578a09489dbaad,1,1,1,1,1,1,1,0
5e3da4dd44578a09489e5496,4,4,4,4,4,4,4,0
5e3da51f44578a09489f5ae2,4,4,4,4,4,4,4,0
5e3da56244578a0948a0396a,1,1,1,1,1,1,1,0
5e3da5d644578a0948a515d1,2,2,2,2,4,2,2,0
5e3da6a144578a0948ad333b,1,1,1,1,1,1,1,0
5e3da6e644578a0948b002d3,1,1,1,1,2,1,1,0
5e3da73644578a0948b375cb,4,4,4,4,4,4,4,0
5e3da75044578a0948b47398,2,2,2,2,2,2,2,0
5e3da7c544578a0948b912af,1,1,1,1,1,1,1,0
5e3da7ee44578a0948badc46,4,4,4,4,2,4,4,0
5e3da9c644578a0948cfdbc0,2,2,2,2,1,2,2,0
5e3dab1444578a0948de04b7,4,4,4,4,4,4,4,0
5e3dab7144578a0948e1d919,4,4,4,4,4,4,4,0
5e3daba644578a0948e3d236,1,1,1,1,4,1,1,0
5e3dabee44578a0948e65173,3,3,3,3,2,3,3,0
5e3dac0944578a0948e76fb0,4,4,4,4,4,4,4,0
5e3dac0d44578a0948e7a276,2,2,2,2,4,2,2,0
5e3dacf444578a0948f00d36,4,4,4,4,4,4,4,0
5e3dad4e44578a0948f35327,4,4,4,4,4,4,4,0
5e3dad7544578a0948f4bbd0,1,1,1,1,1,1,1,0
5e3dadb944578a0948f7a333,1,1,1,1,1,1,1,0
5e3dae4244578a0948fd8f00,1,1,1,1,4,1,1,0
5e3dafc544578a09480d830a,1,1,1,1,1,1,1,0
5e3dafdf44578a09480e84c7,2,2,2,2,2,2,2,0
5e3db03444578a0948123634,4,4,4,4,4,4,4,0
5e3db03c44578a0948127e10,1,5,5,5,1,1,5,0
5e3db04044578a094812a517,1,1,1,1,1,1,1,0
5e3db36a44578a0948320136,3,4,4,4,4,0,7,0
5e3db49c44578a09483ed87b,2,2,2,2,4,2,2,0
5e3db5b744578a09484b5ded,4,4,4,4,4,4,4,0
5e3db65144578a094851c939,4,1,4,1,4,0,5,0
5e3db7dc44578a09486302dd,5,5,5,5,1,5,5,0
5e3db93344578a09487101da,1,1,1,1,1,1,1,0
5e3db94144578a0948718d99,4,4,4,4,3,4,4,0
5e3db97b44578a094873ad34,2,2,2,2,1,2,2,0
5e3dbae044578a094880d177,1,1,1,1,2,1,1,0
5e3dbcb044578a0948913249,1,2,1,2,4,0,3,0
5e3dbdcd44578a094899d96c,4,4,4,4,4,4,4,0
5e3dbde444578a09489a9eb3,1,3,3,3,4,1,3,0
5e3dbe7244578a09489fc560,2,2,2,2,4,2,2,0
5e3dbf6344578a0948a8a6e9,4,1,4,1,1,0,5,0
5e3dbf6444578a0948a8b4ed,4,1,1,1,1,0,5,0
5e3dbf6444578a0948a8b8c3,1,1,1,1,1,1,1,0
5e3dbf7744578a0948a9cfef,1,1,1,1,1,1,1,0
5e3dbf7b44578a0948aa0f7b,2,2,2,2,4,2,2,0
5e3dc14444578a0948c24a0d,2,2,2,2,1,2,2,0
5e3dc18344578a0948c5f307,4,4,4,4,4,4,4,0
5e3dc20044578a0948cc0a10,4,4,4,4,1,4,4,0
5e3dc24944578a0948d29126,2,2,2,2,4,2,2,0
5e3dc27d44578a0948d73b31,1,1,1,1,2,1,1,0
