A1,A2,A3,hour,weekday,truth,month,age,sex,org,RMV,REM,RGLAD,RLFC,text
0,0,1,dummy,dummy,1,dummy,<=18,female,non-org,0,1,0,0,In the middle of the night I woke up and 100% know for a fact I saw multiple black wires hanging from my ceiling ov… https://t.co/UzdtYGICC0
0,1,1,13,Thu,0,04,19-29,female,is-org,1,1,1,1,"I'm happy to be paid, but I'm falling asleep most of the time. Not good."
1,1,1,02,Thu,1,05,19-29,male,non-org,1,1,1,1,First night as a cat parent: I can’t sleep because she is hiding and hasn’t eaten anything.
1,0,1,21,Wed,1,05,30-39,female,non-org,1,1,1,1,@heylandsberg How true! I blame ongoing baby brain and lack of sleep!
0,0,1,22,Tue,0,05,>=40,male,non-org,0,0,0,0,Goodnight everyone sleep well and sweet dreams. https://t.co/HBYckIeY2x
1,1,0,22,Tue,0,05,19-29,female,non-org,1,1,1,1,"today, I left my house for 12 hours dressed like a sleeping bag."
0,1,1,18,Wed,0,04,<=18,female,non-org,1,1,0,1,if I was your sleep paralysis demon you’d let me hit don’t lie 👹 https://t.co/nPS9VZHsVc
0,0,0,12,Tue,0,05,19-29,female,non-org,0,0,0,0,@FortnightWeb OMG sooooo fricken cute!!!! Gotta watch it again when kidlet is asleep and not jumping on my back! :)
1,1,0,00,Tue,1,04,30-39,female,non-org,1,1,1,1,@brrittannyh Ooof my CBD experience was all spider dreams and rolling over 🙅🏻‍♀️ I did start on melatonin gummies.… https://t.co/b1QpuHqxn3
0,0,0,18,Wed,0,04,>=40,male,non-org,0,0,0,0,Rivers of Nihil run from the Fields of the Nephilim to the Oceans of Slumber.
0,0,0,18,Tue,0,05,19-29,female,non-org,0,0,0,0,@visorpup Aww 🥰 Max hope you sleep well little pup 🐶
1,1,1,10,Tue,1,04,>=40,male,non-org,1,1,1,1,"@muskokabear Yeah I've been having a lot more insomnia.  Luckily,  with working from home   after lunch naps are so much easier"
0,0,0,20,Tue,0,05,>=40,male,non-org,0,0,0,0,I don't know why people had issues with Rise of Skywalker. I loved it (along with the rest of the sequel trilogy).… https://t.co/SgUdkixHXR
0,0,0,01,Mon,0,05,<=18,male,non-org,0,0,0,0,Bruh D stay falling asleep on me 🙄🙄
0,0,0,16,Sat,0,05,19-29,female,non-org,0,0,0,0,"In brighter news, I got a new mattress and rearranged my room. I truly cannot wait to sleep on this floof of a thing tonight"
0,0,1,18,Sat,1,05,19-29,female,non-org,0,1,1,1,I wanna take a nap but I don't wanna sleep another 11 hours accidentally
1,1,0,12,Mon,1,05,<=18,male,non-org,1,1,1,1,Work with an hour of sleep kinda sucks
0,0,0,04,Wed,0,05,19-29,female,non-org,0,0,0,0,Listening to you till I fell asleep makes me feel at peace. :(
0,1,0,04,Tue,1,05,19-29,female,non-org,0,0,1,0,"Yeah I think there's no chance of anything resembling a sleep schedule returning to me at this point, RIP in pieces"
1,1,0,15,Tue,1,05,<=18,male,non-org,1,1,1,1,@StephaniieGee_ I've got GAD  (General anxiety disorder). When anxiety affects sleep it's bad cuz anxiety mounts wi… https://t.co/CGxcvQGAPU
1,1,1,04,Sat,1,05,19-29,male,non-org,1,1,1,1,"""I'M UPSET,  FURIOUS AND COULDN'T SLEEP ALL NIGHT BECAUSE THIS WAS ON MY... https://t.co/OUaj1QYdit via @YouTube"
1,1,1,03,Mon,1,05,>=40,male,non-org,1,1,1,1,@aplacecalledjer Sleep!  I’m tired and Sam has been fast asleep beside me for hours ... I will nod off soon hopefully.
0,0,0,07,Mon,0,05,19-29,female,non-org,0,0,0,0,@JessicaSmithCTV Might have to lock her in there to start. She’ll just fall asleep eventually. Our dog gets a littl… https://t.co/hVIpF04nlS
0,0,0,21,Sun,0,05,>=40,male,non-org,0,0,0,0,@xsarahorr I dunno 🤷‍♂️ 😂😂 but you will sleep tmrw night x
1,0,1,23,Sun,0,05,<=18,male,non-org,1,1,1,1,Yeah. Mi sleep ova at church when them have all night prayer meeting.
0,0,0,07,Thu,0,05,19-29,male,non-org,0,0,0,0,@AaliyahJorje No thanks. How about I pay you to magically make my toddler sleep through the night every night 🙄
0,0,1,22,Thu,0,05,<=18,female,non-org,0,0,0,0,My roommate just sat down me down for two hours and read my tarot cards. How am I supposed to sleep now????
0,0,0,03,Mon,0,05,<=18,male,non-org,0,0,0,0,#InsomniaCreatives Stickers https://t.co/rwiiTVzaGj
1,1,1,09,Sun,1,05,30-39,female,non-org,1,1,1,1,The month of Ramadan is over .. Bad typo due to a horrible sleep last night.
0,0,0,13,Sun,0,05,<=18,female,non-org,0,0,0,0,every night I go to sleep and pray that I’ll wake up with @MsSarahPaulson-like flawless skin
0,0,0,01,Thu,0,05,19-29,female,non-org,0,0,0,0,@SLUMBERPODCAST @awsten @traviswanteat the episode with @elijahdaniel is 1000% my favourite. He needs to be a new member. Thank you
0,0,0,10,Fri,0,05,30-39,male,non-org,0,0,0,0,I just slept for a billion hours jeeeesh
0,1,1,13,Fri,1,05,19-29,female,non-org,1,1,1,1,🙃 I slept for 3 hours last night
0,1,1,04,Sun,1,05,19-29,female,non-org,1,1,1,1,Another day another 430am insomnia wake up call.
0,0,0,08,Sun,0,05,30-39,female,non-org,0,0,0,0,"@MelanieBDub Oh ok. I saw some interviews on the news and assumed. It was a middle of the night rant though, which I shouldn’t be doing."
0,0,0,10,Sun,0,05,>=40,male,non-org,0,0,0,0,I used to wake up early on Sunday mornings to line up outside #SkyDome to get amazing #BlueJays player bobble heads… https://t.co/W1plTlBdgy
1,1,1,01,Sun,1,05,30-39,female,non-org,1,1,1,1,Looks like I’m have to pull another all-nighter in order to reset my sleep schedule. HMU with your media and book r… https://t.co/x3gUrJpjIb
0,0,0,dummy,dummy,0,dummy,19-29,female,non-org,0,0,0,0,"Little puppy update, Oakley still loves sleeping in my lap and is currently doing just that as I write this tweet.… https://t.co/J9n0eNqLZr"
0,0,1,02,Sun,1,02,>=40,male,non-org,0,0,0,0,"@hellenus Ti4 in 8 hours.  It’s almost 3am, I should probably sleep"
1,1,0,09,Mon,1,02,30-39,female,non-org,1,1,0,1,I sure do feel like someone who hasn't slept all night
1,0,1,10,Sun,1,02,19-29,male,non-org,1,1,1,1,@shiraishorizon Most of these happen because I am just about to go to sleep at like 6 am and then work calls me in cause someone is sick
1,1,1,06,Tue,1,02,<=18,female,non-org,1,1,1,1,This has been the scariest night of my life 😫 and I wanna get out of this hospital and go home and sleep all day
0,0,0,20,Tue,0,02,30-39,male,is-org,0,0,0,0,DON'T SLEEP!!! Get your tics before they sell out! #onpoint #canball #lookuptothenorth #BACG #biosteelallcdn
0,0,1,16,Sun,0,03,>=40,male,non-org,0,0,0,0,@B52Malmet Pinocchio had ‘nothing’ on this guy; no wonder he can’t sleep at night 😱.
0,0,0,19,Sun,0,03,>=40,male,non-org,0,0,0,0,"And @robcardie pots the winning goal (his second of the night) with 14 seconds left. 8-7, a goalies nightmare!… https://t.co/DEDzyl7IsN"
0,0,0,12,Mon,0,03,<=18,female,non-org,0,0,0,0,"if u see me falling asleep in the cafeteria, mind ur business AC students"
1,0,1,00,Tue,1,03,<=18,male,non-org,1,1,0,1,I’m not really sleeping haha but I feel I’m about to tho. LONG HOURS of editing the NEW MUSIC VIDEO. My brain is nu… https://t.co/TbybdSe2cn
0,0,0,11,Tue,0,03,>=40,male,is-org,0,0,0,0,We Spring Ahead 1 hour this weekend ⏰ which means we lose 1 hour of sleep 😴. Always make sure you get adequate slee… https://t.co/gBI3fndIra
0,0,0,10,Fri,0,03,>=40,male,non-org,0,0,0,0,"The crisis is real. Why, oh why haven't we been at Costco, hoarding shit tickets with the rest of the unwashed mass… https://t.co/OTvpjxpWz6"
0,1,0,23,Wed,0,03,19-29,female,non-org,0,0,0,0,Been doing notta but playing switch and watching hunger games since I woke up from my slumber 😅😂🤷‍♀️ this will be everything I do 😂🤷‍♀️
0,0,0,00,Thu,0,03,19-29,female,non-org,0,0,0,0,Was about go to sleep #AmberAlert thought it was my regular alarm https://t.co/z3dQbd65Cm
1,0,0,19,Fri,1,03,19-29,female,non-org,0,0,0,0,Me falling asleep sitting up at 7pm and thinking about how much sleep debt I’m carrying while trying to learn about… https://t.co/ZbwyBjPsIW
0,0,0,17,Fri,0,03,<=18,female,non-org,0,0,0,0,Having one of my babies fall asleep on my chest is the most content feeling in the world I swear to god
1,1,1,05,Thu,1,05,19-29,female,non-org,1,1,1,1,i’ve tried sleeping. i’ve been trying since midnight but now the sun is rising and i’m still awake.
